Station Name,Latitude,Longitude,Elevation,IATA,WMO ID,Climate ID,Starting Date (hourly data),Ending Date (hourly data),Starting Date (daily data),Ending Date (daily data),Associated Location
ROCKY MTN HOUSE A,52.43,-114.92,988 m,,,3015522,1978-04-01,1994-03-23,1978-02-01,1994-03-01,
ROCKY MTN HOUSE CR10,52.43,-114.92,988 m,,,3015524,,,1996-03-01,2002-11-01,
ROCKY RAPIDS,53.32,-114.92,793 m,,,3015535,,,1967-05-01,1967-07-01,
RODDICKTON,50.87,-56.12,12 m,,,8403098,,,1971-08-01,1990-05-01,
RODDICKTON NORTH,50.88,-56.12,12 m,,,840L0R9,,,1991-05-01,1999-11-01,
RODNEY,42.55,-81.62,207 m,,,6137176,,,1984-05-01,1991-10-01,
ROGERS PASS,51.3,-117.52,1317 m,,,1176825,,,1957-11-01,1960-04-01,
ROGERSVILLE,46.77,-65.45,64 m,,,8104465,,,1974-03-01,1976-07-01,
ROLAND,49.42,-98,267 m,,,5022480,,,1951-09-01,1980-09-01,
ROLLA,55.92,-120.07,637 m,,,1186839,,,1971-06-01,1990-12-01,
ROLLA GOLATA CREEK,56.13,-120.13,610 m,,,1186842,,,1960-07-01,1964-10-01,
ROLLING HILLS AGCM,50.27,-111.7,645 m,PRH,71105,3035530,2008-01-08,+,2007-09-01,2021-03-01,
ROLLYVIEW,53.3,-113.3,741 m,,,3015550,,,2002-10-01,2004-12-01,
ROLPHTON,46.18,-77.65,137 m,,,6107182,,,1990-09-01,2001-10-01,
ROLPHTON NPD,46.18,-77.67,122 m,,,6107184,,,1977-12-01,1987-12-01,
ROMA,56.19,-117.45,560 m,PRV,73104,3075043,2020-09-11,+,2020-09-01,+,
ROMIEU SUD,48.93,-66.8,396 m,,,7056695,,,1966-10-01,1971-07-01,
RONALANE,50.08,-111.57,716 m,,,3035540,,,1913-09-01,1924-07-01,
RONAN,53.88,-115.25,732 m,,,3065541,,,1969-09-01,2005-12-01,
RONVILLE,45.25,-78.95,316 m,,,6117186,,,1908-01-01,1926-09-01,
ROQUEMAURE,48.63,-79.46,269 m,WGQ,,7086697,1994-02-01,2003-08-19,1994-07-01,2010-10-01,
RORKETON WEST,51.43,-99.73,266 m,,,5042485,,,1982-07-01,2003-11-01,
ROSALIND AGCM,52.79,-112.42,712 m,PRL,71202,3015600,2008-01-08,+,2007-09-01,2021-03-01,
ROSE ISLE,49.55,-98.35,309 m,,,5022492,,,1993-12-01,2002-05-01,
ROSE PRAIRIE,56.65,-120.77,671 m,,,1186868,,,1973-08-01,1988-06-01,
ROSE SPIT (AUT),54.16,-131.66,7 m,WRO,71477,1056869,1994-05-11,+,1994-12-01,2021-03-01,
ROSE VALLEY,46.32,-63.5,99 m,,,8300550,,,1957-05-01,1960-12-01,
ROSEAU RIVER,49.22,-96.83,282 m,,,5022488,,,1979-08-01,1980-08-01,
ROSEBANK,49.37,-98.1,427 m,,,5022490,,,1892-04-01,1915-07-01,
ROSEBUD,51.38,-113,887 m,,,3025543,,,1966-04-01,1974-10-01,
ROSEDALE,44.57,-78.78,259 m,,,616PA87,,,1975-07-01,1994-09-01,
ROSEDALE,49.18,-121.8,11 m,,,1106865,,,1967-01-01,1988-03-01,
ROSEISLE,49.55,-98.35,309 m,,,5022491,,,2001-12-01,2005-08-01,
ROSEMARY AGDM,50.83,-112.05,714 m,PRO,71537,3035650,2004-01-27,+,2004-06-01,2021-03-01,
ROSETOWN,51.62,-108.02,586 m,,,4046879,,,1981-04-01,2000-07-01,
ROSETOWN CDA EPF,51.52,-107.88,591 m,,,4046880,,,1916-05-01,1981-02-01,
ROSETOWN EAST (Rosetown Airport),51.57,-107.92,586 m,WRJ,71510,4046884,1994-02-01,+,1992-12-01,+,Rosetown
ROSEVALE,45.87,-64.82,274 m,,,8104475,,,1964-07-01,1974-04-01,
ROSEVILLE,43.35,-80.47,328 m,,,6147188,,,1972-10-01,+,Kitchener-Waterloo
ROSEWAY,43.78,-65.35,15 m,,,8204600,,,1950-02-01,1995-09-01,
ROSS,49.77,-96.43,274 m,,,5032495,,,1967-05-01,1977-08-01,
ROSS BAY,52.98,-66.23,554 m,,,8503100,,,1953-06-01,1953-12-01,
ROSS BAY BNC,53.03,-66.23,549 m,,,8503200,,,1954-12-01,1954-12-01,
ROSS POINT,68.58,-111.1,149 m,,,2303616,,,1959-01-01,1963-07-01,
ROSS RIVER A,61.97,-132.43,705 m,,,2100940,1987-10-01,1994-12-31,1961-12-01,1994-12-01,
ROSS RIVER YTG,61.98,-132.45,698 m,,,2100941,,,1993-09-01,2008-08-01,
ROSSBURN,50.67,-100.82,590 m,,,5012500,,,1955-06-01,1990-11-01,
ROSSBURN 10N,50.8,-100.83,533 m,,,5012501,,,1971-06-01,1980-09-01,
ROSSBURN 4 NORTH,50.75,-100.82,610 m,,,501KE01,,,1986-09-01,2021-03-01,
ROSSEAU LAKE,45.25,-79.63,244 m,,,6117189,,,1968-12-01,1969-12-01,
ROSSER,49.98,-97.25,236 m,,,5022504,,,1964-11-01,1969-09-01,
ROSSLAND CITY YARD,49.08,-117.8,1039 m,,,1146870,,,1900-01-01,2000-10-01,
ROSSLAND MACLEAN,49.08,-117.8,1085 m,,,1146874,,,1963-09-01,1990-03-01,
ROSSWOOD,54.78,-128.77,146 m,,,1066885,,,1927-10-01,1946-02-01,
ROSSWOOD,54.85,-128.8,183 m,,,1076886,,,1973-05-01,1993-12-01,
ROSTHERN,52.67,-106.33,510 m,,,4056920,,,1910-12-01,1970-05-01,
ROTHESAY,45.38,-65.98,46 m,,,8104477,,,1982-11-01,1983-01-01,
ROUGE HILLS,43.8,-79.13,114 m,,,6157190,,,1954-02-01,1955-10-01,
ROUGE PARK,43.82,-79.13,125 m,,,6157194,,,1960-07-01,1993-12-01,
ROUGEMONT,45.41,-73.05,54 m,MRG,,7026702,2003-02-23,2006-05-31,,,
ROUGEMONT,45.43,-73.1,40 m,,,7026700,,,1956-01-01,1985-01-01,
ROUND HARBOUR,49.85,-55.67,15 m,,,8403210,,,1977-11-01,1993-06-01,
ROUND HILL LO,55.3,-111.98,750 m,,,3065560,,,1951-07-01,2011-09-01,
ROUYN (Rouyn),48.25,-79.03,318 m,WUY,71734,7086716,1994-02-01,+,1994-07-01,+,La Sarre
,,,,,,,,,,,Rouyn-Noranda
ROUYN,48.28,-78.97,290 m,,,7086717,,,1971-12-01,1974-03-01,
ROUYN,48.3,-78.92,274 m,,,7086718,,,1927-08-01,1950-02-01,
ROUYN A (Rouyn Airport),48.22,-78.83,301 m,YUY,,7086720,1954-01-02,2012-12-06,1950-06-01,1955-04-01,
ROUYN MCWATTERS,48.22,-78.87,287 m,,,708FGB0,,,1966-11-01,1975-04-01,
ROUYN-NORANDA A (Rouyn Airport),48.21,-78.84,301 m,YUY,,7086719,2012-12-03,+,2018-10-01,+,La Sarre
,,,,,,,,,,,Rouyn-Noranda
ROWAN GORILLA III,43.88,-60.55,44 m,WXO,44144,9001029,1994-02-01,1998-06-24,,,
ROWANS RAVINE PARK,0,0,,,,4016955,,,1963-05-01,1965-09-01,
ROWATT,50.22,-104.67,587 m,,,4016960,,,1952-02-01,1967-10-01,
ROWLEY ISLAND,69.08,-79.03,41 m,WRX,71088,2403625,1994-02-01,2021-02-26,1957-11-01,2021-02-01,
ROXTON FALLS,45.55,-72.53,130 m,,,7026730,,,1968-06-01,1982-03-01,
ROY,50.5,-125.53,10 m,,,1066900,,,1931-11-01,1955-09-01,
ROYAL ISLAND (AUT),49.47,-94.76,329 m,WTX,71859,6037201,1994-02-01,+,2016-01-01,2021-03-01,
ROYAL ROAD,46.05,-66.72,116 m,,,8104480,,,1965-12-01,1993-03-01,
ROYAL ROAD WEST,46.08,-66.73,160 m,,,8104482,,,1966-08-01,1981-12-01,
RUDDELL,52.58,-107.85,538 m,,,4046977,,,1985-06-01,2008-02-01,
RUEL,47.3,-81.45,410 m,,,6067211,,,1915-07-01,1959-03-01,
RUISSEAU CRANBERRY,45.12,-73.68,59 m,MRY,,7026735,2004-05-31,2007-06-14,,,
RUMBLE BEACH,50.43,-127.48,107 m,,,1036907,,,1975-12-01,1978-06-01,
RUPERT,52.18,-77.15,244 m,,,7096733,,,1977-07-01,1977-08-01,
RUSH LAKE,50.4,-107.4,712 m,,,4027000,,,1952-06-01,1975-12-01,
RUSKIN,49.17,-122.42,31 m,,,1106910,,,1966-03-01,1969-01-01,
RUSKVIEW,44.23,-80.13,472 m,,,6147229,,,1985-11-01,2007-11-01,
RUSSELL,45.26,-75.36,76 m,,,6107247,,,1954-03-01,2013-02-01,
RUSSELL,50.77,-101.28,567 m,,,5012520,,,1883-02-01,1990-10-01,
RUSSELL BARNARDO,50.98,-101.33,558 m,,,5042522,,,1895-08-01,1906-06-01,
RUSSELL CREEK,63.03,-133.38,686 m,,,2100942,,,1989-07-01,1993-04-01,
RUSSELTOWN,45.06,-73.8,65 m,MRU,,7026732,2003-10-07,2007-06-14,,,
RUTH FALLS,44.93,-62.5,8 m,,,8204620,,,1961-06-01,1986-12-01,
RUTH LAKE,51.84,-120.98,795 m,,,1166912,,,1987-06-01,2013-11-01,
RUTHERGLEN,46.25,-79.07,241 m,,,6087255,,,1891-04-01,1940-09-01,
RUTHILDA,51.9,-108.52,695 m,,,4047040,,,1941-04-01,1966-07-01,
RUTLAND MISSION CREEK,49.97,-119.45,914 m,,,1126915,,,1926-01-01,1947-10-01,
RUTTAN LAKE,56.62,-99.62,305 m,,,5062528,,,1971-07-01,1972-09-01,
RUTTAN LAKE,56.48,-99.65,289 m,,,5062529,,,1973-12-01,1991-05-01,
RYCROFT,55.75,-118.78,610 m,,,3075600,,,1931-02-01,1978-01-01,
RYCROFT AGCM,55.78,-118.67,575 m,PRF,71546,3075601,2008-06-05,+,2008-06-01,2021-03-01,
RYLEY,53.25,-112.45,683 m,,,3015640,,,1951-01-01,1954-12-01,
SAANICH CAMOSUN COLLEGE,48.5,-123.42,38 m,,,1016941,,,1974-06-01,1975-10-01,
SAANICH DENSMORE,48.5,-123.4,59 m,,,1016942,,,1963-11-01,1992-02-01,
SAANICH DOM ASTRO OBS,48.52,-123.42,223 m,,,10169DK,,,1916-12-01,1977-06-01,
SAANICH OLDFIELD,48.55,-123.42,70 m,,,10169MK,,,1965-09-01,1966-03-01,
SAANICH OLDFIELD NORTH,48.55,-123.42,70 m,,,101F942,,,1965-12-01,1967-03-01,
SAANICHTON CDA,48.62,-123.42,61 m,,,1016940,,,1914-03-01,+,Victoria
SAANICHTON CFIA,48.62,-123.42,61 m,VSA,73028,1016943,2020-02-03,+,2020-02-01,+,
SAANICHTON MT NEWTON,48.6,-123.43,43 m,,,1016RM0,,,1980-08-01,2021-03-01,
SAANICHTON MT NEWTON 2,48.6,-123.45,68 m,,,101F940,,,1993-05-01,1995-04-01,
SABLE ISLAND,43.93,-60.01,5 m,ESA,71600,8204700,1953-01-01,2016-11-08,1891-02-01,2017-10-01,
SABLE ISLAND,43.95,-60.01,1 m,ASB,73025,8204708,2017-10-29,+,2017-10-01,+,
SABLE ISLAND,43.93,-60,4 m,YSA,,8204701,1995-04-07,1998-09-18,2002-04-01,2006-01-01,
SABLE ISLAND 1,43.93,-60.02,4 m,,,8204707,1994-02-01,1994-07-20,1992-12-01,1996-08-01,
SABLE ISLAND A,43.95,-59.96,1 m,WSA,71595,8204703,2014-05-27,+,2014-05-01,2021-03-01,
SABLE ISLAND EAST END,43.97,-59.77,8 m,,,8204702,,,1883-10-01,1930-03-01,
SABREVOIS,45.22,-73.2,38 m,,,7026734,,,1975-09-01,2020-12-01,
SACHS HARBOUR A (Sachs Harbour Airport),72,-125.27,86 m,YSY,,2503650,1955-11-01,2015-01-15,1955-11-01,2013-10-01,Sachs Harbour
SACHS HARBOUR A (Sachs Harbour Airport),71.99,-125.24,86 m,YSY,,2503649,2015-01-15,+,2018-10-01,+,Sachs Harbour
SACHS HARBOUR A (Sachs Harbour Airport),71.99,-125.24,86 m,YSY,,2503651,2015-01-15,+,,,Sachs Harbour
SACHS HARBOUR CLIMATE,71.99,-125.25,88 m,WSY,71467,2503648,1994-02-01,+,1994-08-01,+,Sachs Harbour
SACKVILLE,45.9,-64.38,24 m,,,8104500,,,1878-03-01,1980-11-01,
SACKVILLE,45.85,-64.38,46 m,,,8104501,,,1980-12-01,2002-03-01,
SACRE COEUR,48.25,-69.87,122 m,,,7046735,,,1982-08-01,1994-05-01,
SACRE COEUR DE MARIE,46.13,-71.17,468 m,,,7026739,,,1964-10-01,1985-01-01,
SADDLE HILLS LO,55.62,-119.72,960 m,,,3075688,,,1965-04-01,2007-09-01,
SAGLEK,58.33,-62.59,516 m,WZZ,71335,8503249,1989-04-01,+,1989-04-01,2021-03-01,
SAGLEK,58.48,-62.65,21 m,,,8503250,,,1955-01-01,1960-05-01,
SAGLEK A,58.47,-62.65,83 m,,,8503252,1991-05-02,1994-07-27,,,
SAGONA ISLAND,47.37,-55.79,60 m,WZN,71408,8403255,1994-02-01,+,1993-05-01,2021-03-01,
SAINT JOHN,45.28,-66.08,31 m,,,8104800,,,1871-01-01,1970-09-01,
SAINT JOHN A,45.3,-66.1,30 m,,,8104899,,,1939-10-01,1951-11-01,Saint John
SAINT JOHN A (Saint John Airport),45.32,-65.89,109 m,YSJ,71609,8104900,1953-01-01,2012-06-07,1946-11-01,2012-06-01,Quispamsis
,,,,,,,,,,,Saint John
SAINT JOHN A (Saint John Airport),45.32,-65.89,109 m,YSJ,71609,8104901,2012-06-04,+,2012-06-01,+,Quispamsis
,,,,,,,,,,,Saint John
SAINT JOHN BLINDMAN LAKE,45.32,-65.98,61 m,,,8104918,,,1971-06-01,1973-05-01,
SAINT JOHN BRIDGE,45.27,-66.07,8 m,,,8104920,,,1968-12-01,1976-11-01,
SAINT JOHN DOMINION PARK,45.27,-66.13,6 m,,,8104921,,,1971-06-01,1973-05-01,
SAINT JOHN LORNEVILLE,45.18,-66.17,23 m,,,8104923,,,1971-06-01,1971-11-01,
SAINT JOHN MILLEDGEVILLE,45.28,-66.08,31 m,,,810D9BC,,,1972-03-01,1972-12-01,
SAINT JOHN MISPEC PARK,45.22,-65.95,9 m,,,8104924,,,1971-06-01,1973-05-01,
SAINT JOHN SPRUCE LAKE,45.22,-66.18,61 m,,,810D9KN,,,1971-06-01,1973-05-01,
SAINT JOHN UNB,45.32,-66.08,107 m,,,810MRBE,,,1973-01-01,1973-05-01,
SAINT MICHEL,46.87,-70.88,69 m,,,7057567,,,1978-09-01,2020-12-01,
SAINT-ANDRE-AVELIN,45.81,-75.06,195 m,MAN,,7036800,2004-10-07,2007-06-14,,,
SAINT-CAMILLE-DE-LELLIS,46.49,-70.21,402 m,GSA,73105,7026930,2020-11-28,+,2020-11-01,+,
SAINT-CELESTIN,46.21,-72.45,55 m,MSC,,7027075,2004-05-04,2007-06-14,,,
SAINT-CHRYSOSTOME,45.13,-73.77,55 m,MYT,,7027081,2004-07-22,2006-07-02,,,
SAINT-CONSTANT,45.33,-73.58,39 m,MCT,,7027084,2004-07-29,2006-07-26,,,
SAINT-DENIS-DE-KAMOURASKA,47.51,-69.88,14 m,MSD,,7057096,2005-04-27,2007-06-14,,,
SAINT-GERMAIN-DE-GRANTHAM (Saint-Germain-de-Grantham),45.83,-72.54,85 m,MSI,71967,7027470,2008-10-06,+,2008-10-01,+,Drummondville
,,,,,,,,,,,Saint-Nicéphore
SAINT-LIN-LAURENTIDES,45.85,-73.7,50 m,MLT,,7017479,2004-09-17,2007-06-14,,,
SAINT-LOUIS,45.87,-73,31 m,MLI,,7027490,2005-05-02,2007-06-14,,,
SAINT-MICHEL-DE-NAPIERVILLE,45.19,-73.62,59 m,MSX,,7027570,2004-05-04,2006-08-12,,,
SAINT-MICHEL-DES-SAINTS (Saint-Michel-des-Saints),46.82,-74.09,430 m,MMY,71737,7077571,2009-10-06,+,2009-10-01,+,Saint-Michel-des-Saints
SAINT-POLYCARPE,45.31,-74.29,56 m,MPL,,7016474,2003-10-07,2007-06-14,2003-10-01,2007-06-01,
SAINTE MARGUERITE MARIE,48.32,-67.1,445 m,,,7057525,,,1978-06-01,1991-07-01,
SAINTE-SABINE,45.22,-73.02,49 m,MSB,,7027720,2003-10-06,2006-12-17,,,
SALEM,43.71,-80.47,430 m,,,6147410,,,1997-12-01,2005-08-01,
SALLUIT,62.18,-75.67,228 m,MFX,71641,7117800,2014-07-03,+,2014-07-01,+,Salluit
SALLUIT A (Salluit Airport),62.18,-75.67,227 m,YZG,,7117801,2015-11-19,+,,,Salluit
SALLUIT A (Salluit Airport),62.18,-75.67,227 m,YZG,,7117802,2018-10-30,+,2018-10-01,+,Salluit
SALLUIT A (Salluit Airport),62.18,-75.67,227 m,YZG,,711GG87,1969-12-31,2015-11-19,,,Salluit
SALMO BCFS,49.18,-117.3,685 m,,,1146944,,,1972-06-01,1980-09-01,
SALMON ARM,50.7,-119.25,506 m,,,1166945,,,1911-07-01,1982-07-01,
SALMON ARM 2,50.7,-119.28,396 m,,,1166946,,,1950-04-01,1986-10-01,
SALMON ARM 3,50.68,-119.35,363 m,,,1166947,,,1893-04-01,1996-12-01,
SALMON ARM A,50.69,-119.23,527 m,,,1166R45,,,1982-10-01,2017-10-01,
SALMON ARM CS (Salmon Arm),50.7,-119.29,351 m,WSL,71218,116FRMN,1994-02-01,+,1991-01-01,+,Salmon Arm
SALMON HOLE,44.93,-64.03,84 m,,,8205000,,,1938-10-01,2013-04-01,
SALMON VAL ERICKSON RD,54.13,-122.65,693 m,,,1096952,,,1970-06-01,1977-12-01,
SALMONIER,47.27,-53.33,122 m,,,8403620,,,1967-10-01,1977-07-01,
SALMONIER NATURE PARK,47.26,-53.29,136 m,XSA,,8403622,,,2001-03-01,2007-07-01,
SALMONIER NATURE PARK,47.27,-53.28,136 m,,,8403621,,,1977-12-01,2006-04-01,
SALT LAKE,52.3,-109.5,725 m,,,4047100,,,1958-10-01,1959-08-01,
SALT POND,47.09,-55.2,30 m,,,8403623,,,1974-10-01,2006-06-01,
SALT PRAIRIE LO,55.67,-115.83,716 m,,,3065700,,,1955-05-01,2011-08-01,
SALT PRAIRIE RS,55.63,-116.05,610 m,,,3065705,,,1966-11-01,1972-04-01,
SALT SPRINGS EXP ST,45.53,-62.95,137 m,,,8205050,,,1957-01-01,1958-12-01,
SALTAIR,48.97,-123.77,15 m,,,1016980,,,1959-04-01,1967-06-01,
SALTCOATS,50.97,-102.27,523 m,,,4017095,,,1991-10-01,2012-09-01,
SALTEAUX,54.87,-114.77,700 m,,,3065693,,,1989-06-01,2011-09-01,
SALTFORD,43.75,-81.68,229 m,,,6127418,,,1976-01-01,1994-09-01,
SALTSPRING IS CUSHEON LK,48.82,-123.48,108 m,,,1016992,,,1976-09-01,2001-03-01,
SALTSPRING ISLAND,48.85,-123.5,73 m,,,1016990,,,1893-04-01,1977-07-01,
SALTSPRING ST MARY'S L,48.89,-123.55,46 m,,,1016995,,,1975-12-01,2021-03-01,
SALTSPRING VESUVIUS,48.88,-123.57,8 m,,,1017000,,,1955-11-01,1975-07-01,
SALVUS CAMP,54.3,-129.37,15 m,,,1067005,,,1975-01-01,1988-03-01,
SAM LAKE,68.42,-138.62,457 m,,,2100945,,,1974-05-01,1974-09-01,
SAMATOSUM MOUNTAIN MINE,51.17,-119.82,1145 m,,,1167008,,,1989-10-01,1992-09-01,
SAMBAA K'E (Trout Lake),60.44,-121.24,498 m,WTE,71166,220CQHR,1994-02-01,+,1994-05-01,+,Sambaa K'e
SAMBRO ISLAND,44.43,-63.57,6 m,,,8205055,,,1966-11-01,1969-12-01,
SANCTUARY,51.03,-108.05,610 m,,,4027110,,,1976-09-01,1987-04-01,
SAND LAKE,47.78,-84.53,373 m,,,6057437,,,1954-05-01,1959-10-01,
SAND RIVER LO,54.65,-110.98,732 m,,,3065710,,,1957-04-01,2011-09-01,
SANDFIELD,45.69,-81.98,231 m,,,6097426,,,1998-04-01,2018-05-01,
SANDFORD SOLETUDE,44.15,-79.23,247 m,,,6157875,,,2001-07-01,2006-05-01,
SANDGIRT LAKE,53.83,-65.5,453 m,,,8503630,,,1939-04-01,1948-08-01,
SANDHEADS CS,49.11,-123.3,11 m,WVF,71209,1107010,1994-02-01,+,1991-07-01,2021-03-01,
SANDHILL,43.92,-80.03,290 m,,,6157430,,,1946-05-01,1947-10-01,
SANDHILL,43.81,-79.81,270 m,,,6157431,,,1981-06-01,2010-06-01,
SANDHURST,44.13,-76.88,83 m,,,6107434,,,1993-09-01,2002-01-01,
SANDON,49.97,-117.22,1082 m,,,1147020,,,1941-07-01,1964-12-01,
SANDSPIT (Sandspit Airport),53.25,-131.81,6 m,YZP,71111,1057052,2010-06-03,+,2010-06-01,+,Sandspit
SANDSPIT A (Sandspit Airport),53.25,-131.81,6 m,YZP,,1057050,1953-01-01,2005-01-19,1945-09-01,2017-03-01,Sandspit
SANDSPIT AIRPORT AUTO,53.25,-131.81,7 m,VZP,71101,1057051,2012-02-21,+,2013-04-01,2021-03-01,
SANDSPIT AWOS,53.25,-131.81,6 m,CZP,,1057055,1999-01-08,2013-04-09,2002-01-01,2013-04-01,
SANDWICK,49.75,-125.05,46 m,,,1027060,,,1914-10-01,1943-07-01,
SANDY COVE NRC,44.47,-63.57,10 m,,,8205062,,,1975-11-01,2001-10-01,
SANDY FALLS,48.52,-81.43,262 m,,,6077475,,,1950-09-01,1964-06-01,
SANDY LAKE,53.06,-93.34,290 m,,,6017400,2006-07-26,2012-11-15,2006-07-01,2012-11-01,
SANDY LAKE,50.5,-100.1,625 m,,,5012620,,,1973-05-01,2005-03-01,
SANDY LAKE A (Sandy Lake Airport),53.06,-93.34,290 m,ZSJ,71587,6017401,2012-11-13,+,2012-11-01,+,Sandy Lake
SANDY LAKE LO,55.83,-113.67,594 m,,,3065715,,,1977-06-01,2011-09-01,
SANDY POINT,48.67,-58.45,8 m,,,8403635,,,1889-06-01,1912-03-01,
SANGUDO,53.9,-114.87,701 m,,,3065720,,,1953-01-01,1966-07-01,
SANGUDO ROYDALE,53.95,-114.95,658 m,,,3065723,,,1968-01-01,1972-11-01,
SANGUDO SOUTH,53.8,-114.87,716 m,,,3065725,,,1966-06-01,1968-09-01,
SANIKILUAQ,56.54,-79.26,34 m,NSQ,71643,2303668,2014-08-21,+,2014-09-01,+,Sanikiluaq
SANIKILUAQ A (Sanikiluaq Airport),56.54,-79.25,34 m,YSK,,2303667,1988-01-04,2014-12-03,,,Sanikiluaq
SANIKILUAQ A (Sanikiluaq Airport),56.54,-79.25,34 m,YSK,,2303660,2014-12-04,+,2018-10-01,+,Sanikiluaq
SANIKILUAQ A (Sanikiluaq Airport),56.54,-79.25,34 m,YSK,,2303666,2014-12-05,+,,,Sanikiluaq
SANIRAJAK,68.78,-81.24,8 m,XUX,71320,2402353,2004-12-16,+,2004-05-01,2021-03-01,
SANMAUR,47.88,-73.8,357 m,,,7077790,,,1930-04-01,1943-06-01,
SANS SAULT RAPIDS,65.67,-128.82,63 m,,,2203675,,,1973-01-01,1973-01-01,
SARCPA LAKE,68.55,-83.32,271 m,,,2403680,,,1959-01-01,1963-07-01,
SARDIS,49.08,-121.89,107 m,,,1107080,,,1954-02-01,2010-06-01,
SARDIS 2,49.12,-121.95,24 m,,,1107083,,,1991-06-01,1994-05-01,
SARNIA,42.97,-82.37,191 m,,,6127513,,,1882-07-01,1961-01-01,
SARNIA (Sarnia Chris Hadfield Airport),43,-82.31,181 m,YZR,71704,6127510,2009-12-10,+,2009-12-01,+,Lambton Shores
,,,,,,,,,,,Sarnia
SARNIA AIRPORT,42.99,-82.3,181 m,,,6127514,1967-12-01,2005-08-31,1967-12-01,2007-10-01,Lambton Shores
,,,,,,,,,,,Sarnia
SARNIA CHRIS HADFIELD A,43,-82.31,181 m,,,6127518,2005-03-08,2010-03-02,2005-09-01,2011-07-01,Lambton Shores
,,,,,,,,,,,Sarnia
SARNIA CLIMATE,43,-82.3,181 m,TZR,71746,6127519,2005-12-07,+,2006-03-01,+,Lambton Shores
,,,,,,,,,,,Sarnia
SARNIA POLYSAR,42.95,-82.43,189 m,,,6127520,,,1959-09-01,1973-12-01,
SARNIA WATERWORKS,43,-82.42,179 m,,,6127527,,,1961-06-01,1975-04-01,
SARSFIELD,45.43,-75.35,85 m,,,6107533,,,1985-05-01,1989-10-01,
SARTINE ISLAND (AUT),50.82,-128.91,104 m,WFG,71478,1037090,1994-02-01,+,1994-12-01,2021-03-01,
SASK POWER FLETCHER ROAD SNOW,52.11,-106.71,485 m,,,4057124,,,2004-11-01,2008-04-01,
SASK RIVER CROSSING 2,51.97,-116.72,1392 m,,,3055754,,,1998-03-01,2007-11-01,
SASKATCHEWAN R CROSSING,51.87,-116.58,,,,3055752,,,1968-07-01,1968-07-01,
SASKATOON,52.12,-106.65,503 m,,,4057118,,,1941-04-01,1942-10-01,
SASKATOON 1,52.17,-106.68,504 m,,,4057170,,,1976-02-01,1978-04-01,
SASKATOON 2,52.12,-106.67,491 m,,,4057172,,,1977-05-01,1990-03-01,
SASKATOON CALDER CENTRE SNOW,52.1,-106.61,510 m,,,4057122,,,2004-11-01,2006-04-01,
SASKATOON CENTRAL AVE,52.1,-106.6,521 m,,,4057130,,,1974-11-01,1989-04-01,
SASKATOON DIEFENBAKER INT'L A (Saskatoon Diefenbaker Int'l Airport),52.17,-106.72,504 m,YXE,71866,4057120,1953-01-01,2012-03-20,1892-03-01,2012-03-01,Rosthern
,,,,,,,,,,,Saskatoon
SASKATOON INTL A (Saskatoon Diefenbaker Int'l Airport),52.17,-106.7,504 m,YXE,,4057152,2012-03-20,+,2018-10-01,+,Rosthern
,,,,,,,,,,,Saskatoon
SASKATOON KERNEN FARM,52.15,-106.55,510 m,WCD,,4057154,1996-03-14,2006-01-16,1993-05-01,2006-01-01,
SASKATOON KERNEN FARM CS,52.15,-106.55,510 m,,,4057155,,,1996-02-01,2005-11-01,
SASKATOON MOUNTAIN,55.25,-119.35,793 m,,,3075760,,,1921-01-01,1951-09-01,
SASKATOON NATIONAL HYDROLOGY SNOW,52.14,-106.62,506 m,,,4057157,,,2007-11-01,2008-04-01,
SASKATOON NRC,52.13,-106.63,515 m,,,4057160,,,1952-05-01,1966-12-01,
SASKATOON RCS,52.17,-106.72,504 m,POX,71496,4057165,2008-12-02,+,2008-12-01,+,Rosthern
,,,,,,,,,,,Saskatoon
SASKATOON SRC,52.15,-106.6,497 m,,,4057180,,,1963-11-01,2017-07-01,
SASKATOON U OF S,52.13,-106.63,515 m,,,4057200,,,1915-06-01,1964-12-01,
SASKATOON WATER TP,52.12,-106.68,483 m,,,4057202,,,1974-10-01,2011-06-01,
SATAH RIVER,66.87,-134.2,86 m,WNO,,2100946,1995-07-20,2001-11-17,1995-07-01,2001-11-01,
SATURNA CAPMON,48.78,-123.13,178 m,,,1017098,,,1989-06-01,2017-12-01,
SATURNA CAPMON CS,48.78,-123.13,178 m,VTS,71914,1017099,2006-06-09,+,1991-06-01,2021-03-01,
SATURNA ISLAND CAMPBELL SCIENTIFIC,48.78,-123.05,24 m,,,101G100,1980-06-10,1992-12-31,,,
SATURNA ISLAND CS (Saturna Island),48.78,-123.04,24 m,WEZ,71473,1017101,1994-02-28,+,1980-05-01,+,Gulf Islands (Southern)
SAUBLE FOREST,44.68,-81.25,183 m,,,6127551,,,1952-12-01,1970-12-01,
SAULNIERVILLE,44.27,-66.12,46 m,,,8205070,,,1916-06-01,1937-02-01,
SAULT AU MOUTON,48.55,-69.25,47 m,,,704GG90,,,1982-08-01,1994-05-01,
SAULT STE M FORESTRY,46.5,-84.37,193 m,,,6057595,,,1889-03-01,1933-12-01,
SAULT STE M INSECTARY,46.47,-84.47,191 m,,,6057597,,,1951-06-01,1954-09-01,
