,Station,Station ID,Province,Index_col,Monthly Range,Daily Range
6880,BEAUCEVILLE,5314,QC,72,1913-01-01|1985-12-01,1913-08-01|1985-01-31
6881,BEAUCEVILLE,26777,QC,73,|,1994-07-28|2021-02-25
6882,BEAUHARNOIS,10948,QC,74,|,|
6883,BEAUHARNOIS,42007,QC,75,|,|
6884,BEAUPORT,5207,QC,76,1982-01-01|1985-12-01,1982-07-01|1985-05-31
6885,BEAUPORT,27803,QC,77,|,1999-08-19|2021-02-25
6886,BEAUSEJOUR,5315,QC,78,1975-01-01|2018-02-01,1975-08-01|2020-04-30
6887,BECANCOUR,5316,QC,79,1966-01-01|1994-12-01,1966-10-01|1994-05-31
6888,BELL FALLS,5580,QC,80,1919-01-01|1994-12-01,1919-01-01|1994-05-31
6889,BELLE PLAGE,5952,QC,81,1975-01-01|1985-12-01,1975-06-01|1985-09-30
6890,BELLETERRE,5978,QC,82,1951-01-01|2004-04-01,1951-09-01|2004-04-30
6891,BERRY MOUNTAIN,5771,QC,83,1963-01-01|1972-12-01,1963-01-01|1972-03-31
6892,BERSIMIS,5665,QC,84,1923-01-01|1960-12-01,1923-07-01|1961-09-30
6893,BERSIMIS S,5666,QC,85,1973-01-01|1973-12-01,1973-06-01|1973-08-31
6894,BERTHIERVILLE,5208,QC,86,1919-01-01|1995-10-01,1919-08-01|1995-05-31
6895,BETHANIE,5317,QC,87,1968-01-01|1985-12-01,1968-06-01|1985-01-31
6896,BGE C LAC CHATEAUVERT,5948,QC,88,1942-01-01|1981-12-01,1942-11-01|1982-11-30
6897,BIC,5773,QC,89,1966-01-01|1985-12-01,1966-10-01|1985-01-31
6898,BIC,5772,QC,90,1882-01-01|1968-12-01,1882-06-01|1968-07-31
6899,BIRCHTON,5318,QC,91,1973-01-01|1981-12-01,1973-01-01|1981-12-31
6900,BIRD ROCKS,5774,QC,92,1881-01-01|1934-12-01,1881-01-01|1934-09-30
6901,BISHOPTON,5319,QC,93,1948-01-01|1996-05-01,1948-05-01|1996-05-31
6902,BLACK LAKE,5320,QC,94,1961-01-01|1962-12-01,1961-09-01|1962-09-30
6903,BLANC SABLON,5668,QC,95,1967-01-01|1982-12-01,1967-08-01|1982-07-31
6904,BLANC SABLON,5667,QC,96,1965-01-01|1975-12-01,1965-09-01|1975-10-31
6905,BLANC-SABLON A (AUT),30167,QC,97,|,2008-07-03|2008-07-23
6906,BLANCHE,5581,QC,98,1974-01-01|1994-12-01,1974-10-01|1994-05-31
6907,BLOUGH LAKE,5670,QC,99,1956-01-01|1956-12-01,1956-07-01|1956-09-30
6908,BON CONSEIL EXP ST,5321,QC,100,1960-01-01|1960-12-01,1960-04-01|1960-11-30
6909,BONAVENTURE,5775,QC,101,1917-01-01|1948-12-01,1917-11-01|1948-06-30
6910,BONNARD,5893,QC,102,1961-01-01|2000-05-01,1961-09-01|2000-05-31
6911,BONNARD 1,10874,QC,103,|,1994-12-30|2021-02-25
6912,BONSECOURS,5322,QC,104,1967-01-01|2018-02-01,1967-01-01|2020-12-31
6913,BORDER (AUT),8668,QC,105,|,1993-01-27|1998-09-15
6914,BORDER A,6088,QC,106,1965-01-01|1979-12-01,1965-01-01|1979-07-31
6915,BRE #3 RIV-AUX-RATS,5892,QC,107,1963-01-01|1969-12-01,1963-02-01|1969-06-30
6916,BRIGHAM,5323,QC,108,1968-01-01|1972-12-01,1968-07-01|1972-05-31
6917,BRITANNIA MILLS,5324,QC,109,1968-01-01|1975-12-01,1968-06-01|1975-11-30
6918,BROME,5325,QC,110,1875-01-01|2014-07-01,1875-06-01|2014-07-31
6919,BROMONT,5326,QC,111,1968-01-01|1978-12-01,1968-07-01|1978-06-30
6920,BROMPTONVILLE,5327,QC,112,1957-01-01|2018-02-01,1957-06-01|2020-12-31
6921,BROUGHTON STATION,5328,QC,113,1965-01-01|1981-12-01,1965-05-01|1981-08-31
6922,BROUILLAN,6023,QC,114,1977-01-01|1986-12-01,1977-06-01|1986-11-30
6923,BUCKINGHAM,5582,QC,115,1960-01-01|1985-12-01,1960-04-01|1985-01-31
6924,BULWER,5329,QC,116,1965-01-01|1982-12-01,1965-04-01|1982-03-31
6925,BURROUGHS FALLS,5330,QC,117,1952-01-01|1954-12-01,1952-06-01|1954-07-31
6926,BURY,5331,QC,118,1960-01-01|1963-12-01,1960-12-01|1964-04-30
6927,BURY,5332,QC,119,1970-01-01|1994-12-01,1970-06-01|1994-05-31
6928,BURY (COLLEGE D'ALZON),5333,QC,120,1963-01-01|1968-12-01,1963-08-01|1971-09-30
6929,CACHE LAKE,6024,QC,121,1951-01-01|1960-12-01,1951-11-01|1960-02-29
6930,CADILLAC,5979,QC,122,1951-01-01|1984-12-01,1951-09-01|1984-06-30
6931,CADILLAC,5980,QC,123,1976-01-01|1978-12-01,1976-06-01|1978-11-30
6932,CAMP DES PINS,6003,QC,124,1975-01-01|1990-12-01,1975-06-01|1990-08-31
6933,CAMP DES SAULES,6014,QC,125,1978-01-01|1984-12-01,1978-05-01|1984-09-30
6934,CAMP M-107,5657,QC,126,1974-01-01|1975-12-01,1974-07-01|1975-04-30
6935,CAMP PROFOND,5656,QC,127,1974-01-01|1975-12-01,1974-07-01|1975-10-31
6936,CAMP TAMARACOUTA,5583,QC,128,1971-01-01|1987-12-01,1971-05-01|1987-02-28
6937,CAOTIBI,5643,QC,129,1977-01-01|1980-12-01,1975-08-01|1980-09-30
6938,CAP AUX CORBEAUX,5671,QC,130,1958-01-01|1972-12-01,1958-08-01|1972-05-31
6939,CAP CHAT,5776,QC,131,1882-01-01|1974-12-01,1882-07-01|1974-11-30
6940,CAP CHAT (AUT),9000,QC,132,|,1993-02-04|1996-09-29
6941,CAP CHAT DELVAL,5777,QC,133,1974-01-01|1983-12-01,1974-12-01|1983-05-31
6942,CAP CHAT EST,5778,QC,134,1973-01-01|1973-12-01,1973-06-01|1973-09-30
6943,CAP DE LA MADELEINE,5209,QC,135,1920-01-01|1932-12-01,1920-12-01|1932-04-30
6944,CAP DES ROSIERS,5779,QC,136,1973-01-01|2018-02-01,1973-10-01|2020-12-31
6945,CAP MADELEINE,5781,QC,137,1882-01-01|1994-12-01,1882-07-01|1994-05-31
6946,CAP ROUGE,5210,QC,138,1911-01-01|1940-12-01,1911-05-01|1940-06-30
6947,CAP SEIZE,5782,QC,139,1967-01-01|1994-12-01,1967-01-01|1994-05-31
6948,CAP TOURMENTE,5673,QC,140,1971-01-01|1984-12-01,1971-01-01|1984-12-31
6949,CAP-CHAT,27195,QC,141,|,1996-10-08|2021-02-25
6950,CAP-D'ESPOIR,9001,QC,142,|,1992-12-02|2021-02-25
6951,CAP-MADELEINE,8999,QC,143,|,1992-12-30|2021-02-25
6952,CAP-ROUGE,10963,QC,144,|,1994-07-14|2021-02-25
6953,CAP-TOURMENTE,10869,QC,145,|,1993-08-26|2021-02-25
6954,CAPE HOPES ADVANCE,6089,QC,146,1929-01-01|1971-12-01,1928-10-01|1971-08-31
6955,CAPE WHITTLE,5672,QC,147,1963-01-01|1968-12-01,1963-09-01|2021-02-25
6956,CAPLAN,5780,QC,148,1947-01-01|2004-04-01,1947-04-01|2004-04-30
6957,CARLETON,5783,QC,149,1976-01-01|1984-12-01,1973-06-01|1985-01-31
6958,CARLETON SUR MER,8496,QC,150,|,1968-10-01|1968-10-31
6959,CASCAPEDIA,5784,QC,151,1918-01-01|1942-12-01,1918-07-01|1942-09-30
6960,CAUSAPSCAL,5785,QC,152,1913-01-01|2018-02-01,1913-09-01|2020-12-31
6961,CAUSAPSCAL AIRPORT,54558,QC,153,|,2017-04-04|2021-02-25
6962,CAUSAPSCAL RECHERCHES,5786,QC,154,1951-01-01|1973-12-01,1951-09-01|1973-12-31
6963,CHAMOUCHOUANE,26797,QC,155,|,1994-07-06|2021-02-25
6964,CHAMPLAIN,5211,QC,156,1981-01-01|2011-10-01,1980-11-01|2011-10-31
6965,CHANDLER,5787,QC,157,1973-01-01|1973-12-01,1973-06-01|1973-09-30
6966,CHAPAIS,6025,QC,158,1962-01-01|1971-12-01,1962-12-01|1971-09-30
6967,CHAPAIS,27443,QC,159,|,2001-04-23|2021-02-25
6968,CHAPAIS 2,6026,QC,160,1962-01-01|2004-04-01,1962-05-01|2004-04-30
6969,CHARLESBOURG JAR ZOO,5212,QC,161,1963-01-01|1977-12-01,1963-01-01|1977-08-31
6970,CHARLESBOURG PARC ORLEAN,5213,QC,162,1971-01-01|1997-07-01,1971-09-01|2007-04-30
6971,CHARLEVOIX (MRC),27442,QC,163,|,1997-11-05|2021-02-25
6972,CHARLEVOIX A,8455,QC,164,|,|
6973,CHARTERIS,5584,QC,165,1980-01-01|2018-02-01,1980-05-01|2020-12-31
6974,CHARTIERVILLE,5334,QC,166,1951-01-01|1990-12-01,1951-08-01|1990-06-30
6975,CHATEAU RICHER,5674,QC,167,1981-01-01|2018-02-01,1980-12-01|2020-12-31
6976,CHATHAM-BROWNSBURG,43190,QC,168,|,|
6977,CHELSEA,5585,QC,169,1927-01-01|2018-02-01,1927-09-01|2020-12-31
6978,CHEMIN CHIBOUGAMAU,5894,QC,170,1965-01-01|1967-12-01,1965-03-01|1967-08-31
6979,CHEMIN CHUTE DES PASSES,5895,QC,171,1967-01-01|1975-12-01,1967-01-01|1975-02-28
6980,CHENEVILLE,5586,QC,172,1964-01-01|2018-02-01,1964-05-01|2020-12-31
6981,CHEVERY,8456,QC,173,|,1992-12-02|2021-02-25
6982,CHIBOUGAMAU,6027,QC,174,1936-01-01|1975-12-01,1936-10-01|1975-10-31
6983,CHIBOUGAMAU A,6028,QC,175,1971-01-01|1982-12-01,1971-09-01|1982-10-31
6984,CHIBOUGAMAU CHAPAIS A,6029,QC,176,1982-01-01|1992-12-01,1982-10-01|2016-11-09
6985,CHIBOUGAMAU CHAPAIS A,52603,QC,177,|,|
6986,CHIBOUGAMAU CHAPAIS A,53019,QC,178,|,2018-10-29|2021-02-25
6987,CHIBOUGAMAU-CHAPAIS,54599,QC,179,|,2017-11-28|2021-02-25
6988,CHIBOUGAMAU-CHAPAIS A,10865,QC,180,|,1992-12-01|2008-07-23
6989,CHICOUTIMI,5896,QC,181,1871-01-01|1979-12-01,1871-09-01|1979-05-31
6990,CHICOUTIMI OUEST,5897,QC,182,1989-01-01|1991-11-01,1989-09-01|1991-01-31
6991,CHICOUTIMI UNIVERSITE,5898,QC,183,1976-01-01|1985-12-01,1976-07-01|1985-01-31
6992,CHRISTMAS BROOK NORTH,5335,QC,184,1973-01-01|1978-12-01,1973-01-01|1978-08-31
6993,CHUTE A LA SAVANE,5899,QC,185,1951-01-01|1974-12-01,1951-07-01|1975-01-31
6994,CHUTE A MURDOCK,5900,QC,186,1921-01-01|1957-12-01,1921-10-01|1957-12-31
6995,CHUTE AUX GALETS,5901,QC,187,1919-01-01|1962-12-01,1919-12-01|1963-04-30
6996,CHUTE AUX OUTARDES,5675,QC,188,1963-01-01|1978-12-01,1963-04-01|1978-03-31
6997,CHUTE DES PASSES,5902,QC,189,1957-01-01|1957-12-01,1957-06-01|1957-08-31
6998,CHUTE DES PASSES 2,5904,QC,190,1973-01-01|1978-12-01,1973-06-01|1978-09-30
6999,CHUTE DU DIABLE,5905,QC,191,1951-01-01|1976-12-01,1951-06-01|1977-03-31
7000,CHUTE HEMMINGS,5336,QC,192,1931-01-01|1984-12-01,1931-12-01|1986-08-31
7001,CHUTE PANET,5214,QC,193,1949-01-01|1982-12-01,1949-08-01|1982-03-31
7002,CHUTE ST PHILIPPE,5587,QC,194,1972-01-01|1996-11-01,1972-01-01|1996-11-30
7003,CHUTE-DES-PASSES,5903,QC,195,1960-01-01|1976-12-01,1960-03-01|2021-02-25
7004,CLARKE CITY,5676,QC,196,1903-01-01|1981-12-01,1903-05-01|1981-09-30
7005,CLARKE CITY S,5677,QC,197,1966-01-01|1966-12-01,1966-08-01|1966-09-30
7006,CLERMONT,5678,QC,198,1978-01-01|1980-12-01,1978-05-01|1980-09-30
7007,CLIFTON RIVER,5337,QC,199,1973-01-01|1981-12-01,1973-01-01|1981-12-31
7008,CLIFTON RIVER SOUTH,5338,QC,200,1973-01-01|1981-12-01,1973-01-01|1981-12-31
7009,CLOVA,5953,QC,201,1943-01-01|1958-12-01,1943-06-01|1958-11-30
7010,CLUB TOURILLI,5215,QC,202,1949-01-01|1951-12-01,1949-09-01|1951-07-31
7011,CLUB TOURILLI,5216,QC,203,1949-01-01|1953-12-01,1949-09-01|1953-05-31
7012,COATICOOK,5339,QC,204,1949-01-01|2018-02-01,1949-09-01|2020-12-31
7013,COMMISSAIRE,44786,QC,205,|,|
7014,COMPTON STATION,5340,QC,206,1965-01-01|1966-12-01,1965-04-01|1966-10-31
7015,COMPTON STATION CDA FE,5341,QC,207,1960-01-01|1975-12-01,1960-04-01|1975-11-30
7016,COOKSHIRE,5342,QC,208,1964-01-01|1980-12-01,1964-06-01|1980-10-31
7017,COOPER LAKE,6030,QC,209,1951-01-01|1962-12-01,1951-09-01|1962-05-31
7018,COROSSOL,10246,QC,210,|,|
7019,CORTEREAL,5788,QC,211,1956-01-01|1972-12-01,1956-09-01|1972-10-31
7020,COTE ST LUC,5343,QC,212,1960-01-01|1963-12-01,1960-09-01|1963-09-30
7021,COTE-STE-CATHERINE,10949,QC,213,|,|
7022,COTEAU DU LAC,5217,QC,214,1966-01-01|2018-02-01,1966-07-01|2020-12-31
7023,COURVILLE,5218,QC,215,1963-01-01|1964-12-01,1963-01-01|1964-06-30
7024,COURVILLE DE POISSY,5200,QC,216,1974-01-01|1982-12-01,1974-09-01|1982-09-30
7025,COVEY HILL,42605,QC,217,|,|
7026,CRANBOURNE,5344,QC,218,1875-01-01|1890-12-01,1875-07-01|1890-11-30
7027,DALHOUSIE STATION,5199,QC,219,1976-01-01|1994-12-01,1974-09-01|1994-02-28
7028,DANVILLE,5345,QC,220,1871-01-01|2018-02-01,1871-10-01|2020-12-31
7029,DAVELUYVILLE,5297,QC,221,1966-01-01|1994-12-01,1966-10-01|1994-05-31
7030,DE BEAUJEU,5202,QC,222,1973-01-01|1973-12-01,1973-01-01|1974-07-31
7031,DECEPTION BAY,6090,QC,223,1963-01-01|1973-12-01,1963-12-01|1973-03-31
7032,DEPOT JOBIN,5219,QC,224,1950-01-01|1959-12-01,1950-10-01|1959-06-30
7033,DEPOT JOHN,5789,QC,225,1963-01-01|1971-12-01,1963-01-01|1971-10-31
7034,DESCHAMBAULT,5220,QC,226,1971-01-01|2018-02-01,1971-07-01|2020-12-31
7035,DESCHAMBAULT,27325,QC,227,|,1997-09-24|2021-02-25
7036,DESMARAISVILLE,6031,QC,228,1978-01-01|1984-12-01,1978-06-01|1984-07-31
7037,DESTOR,6032,QC,229,1965-01-01|1968-12-01,1965-11-01|1968-10-31
7038,DISRAELI,5346,QC,230,1908-01-01|1991-11-01,1908-01-01|1991-05-31
7039,DOLBEAU,5906,QC,231,1930-01-01|1938-12-01,1930-04-01|1938-10-31
7040,DOMAINE-DE-MAIZERETS,6913,QC,232,1991-01-01|1994-12-01,1991-11-01|1994-05-31
7041,DONNACONA,5221,QC,233,1918-01-01|1964-12-01,1918-07-01|1964-08-31
7042,DONNACONA 2,5222,QC,234,1953-01-01|2008-11-01,1952-12-01|2008-11-30
7043,DOUANES ARMSTRONG,5347,QC,235,1965-01-01|1966-12-01,1965-09-01|1966-05-31
7044,DOUCET,6033,QC,236,1922-01-01|1939-12-01,1922-06-01|1939-12-31
7045,DRUMMONDVILLE,5348,QC,237,1913-01-01|2018-02-01,1913-09-01|2020-12-31
7046,DUBERGER,5223,QC,238,1971-01-01|1993-12-01,1971-10-01|1993-03-31
7047,DUCHESNAY,5224,QC,239,1963-01-01|1994-12-01,1963-01-01|1994-04-30
7048,DUHAMEL,5572,QC,240,1972-01-01|1994-12-01,1972-12-01|1994-04-30
7049,DUNHAM,5350,QC,241,1962-01-01|1962-12-01,1961-12-01|1962-06-30
7050,DUNHAM,5351,QC,242,1968-01-01|1985-12-01,1968-06-01|1985-01-31
7051,DUPARQUET,6004,QC,243,1981-01-01|1994-12-01,1981-05-01|1994-05-31
7052,DUPLANTER,6091,QC,244,1978-01-01|1984-12-01,1978-05-01|1984-08-31
7053,DURHAM SUD,5349,QC,245,1981-01-01|1994-12-01,1981-12-01|1994-05-31
7054,DUVERNAY,5352,QC,246,1960-01-01|1961-12-01,1960-10-01|1961-11-30
7055,EAST ANGUS,5353,QC,247,1919-01-01|1985-12-01,1919-08-01|1985-01-31
7056,EAST BROUGHTON,5354,QC,248,1965-01-01|1974-12-01,1965-04-01|1974-08-31
7057,EAST CLIFTON NORTH,5355,QC,249,1965-01-01|1976-12-01,1965-05-01|1976-06-30
7058,EAST HEREFORD,5356,QC,250,1949-01-01|1994-12-01,1949-09-01|1994-05-31
7059,EASTMAIN,6034,QC,251,1960-01-01|1993-12-01,1960-06-01|1993-07-31
7060,EASTMAIN A,9002,QC,252,|,|
7061,EASTMAIN RIVER A,52605,QC,253,|,|
7062,EASTMAIN RIVER A,53338,QC,254,|,2018-10-29|2021-02-25
7063,EATON,5298,QC,255,1973-01-01|1975-12-01,1973-01-01|1975-10-31
7064,EATON RIVER NORTH,5306,QC,256,1973-01-01|1981-12-01,1973-01-01|1981-12-31
7065,EATON SECOND BRANCH,5357,QC,257,1966-01-01|1981-12-01,1966-08-01|1981-12-31
7066,ETANG A LA TRUITE,5790,QC,258,1982-01-01|1983-12-01,1982-06-01|1983-10-31
7067,EVAIN,5971,QC,259,1986-01-01|1991-11-01,1986-11-01|1991-03-31
7068,FABREVILLE,5299,QC,260,1977-01-01|1984-12-01,1977-07-01|1984-05-31
7069,FALARDEAU,5883,QC,261,1979-01-01|2004-04-01,1979-09-01|2004-04-30
7070,FAME POINT,5791,QC,262,1928-01-01|1944-12-01,1928-07-01|1944-09-30
7071,FAREWELL COVE,5792,QC,263,1973-01-01|1982-12-01,1973-09-01|1982-03-31
7072,FARNHAM,5358,QC,264,1917-01-01|2018-02-01,1917-06-01|2020-12-31
7073,FARNHAM S,5359,QC,265,1973-01-01|1974-12-01,1973-04-01|1974-07-31
7074,FERLAND,5907,QC,266,1971-01-01|1997-04-01,1971-01-01|1997-04-30
7075,FERME NEUVE,5588,QC,267,1957-01-01|1985-12-01,1957-06-01|1985-01-31
7076,FERMONT,5644,QC,268,1976-01-01|2004-04-01,1976-07-01|2004-04-30
7077,FIRE LAKE,5679,QC,269,1974-01-01|1974-12-01,1974-07-01|1974-08-31
7078,FLANDERS,5360,QC,270,1973-01-01|1977-12-01,1973-01-01|1977-11-30
7079,FLEURY,5361,QC,271,1967-01-01|2018-01-01,1967-01-01|2020-12-31
7080,FOND D'ORMES,5751,QC,272,|,1973-06-01|1973-06-30
7081,FONTENELLE,5752,QC,273,1972-01-01|2004-04-01,1972-12-01|2004-04-30
7082,FORESTVILLE,5680,QC,274,1963-01-01|1996-10-01,1963-01-01|1996-10-31
7083,FORESTVILLE NORD,5681,QC,275,1973-01-01|1980-12-01,1973-06-01|1980-06-30
7084,FORET MONTMORENCY,5682,QC,276,1965-01-01|2002-01-01,1965-07-01|2002-01-31
7085,FORET MONTMORENCY RCS,32413,QC,277,|,2003-11-10|2021-02-25
7086,FORSYTHE,6035,QC,278,1965-01-01|1969-12-01,1965-11-01|1969-12-31
7087,FORT COULONGE,5589,QC,279,1948-01-01|1989-12-01,1948-09-01|1989-10-31
7088,FORT GEORGE,6036,QC,280,1915-01-01|1969-12-01,1915-10-01|1969-06-30
7089,FORT MCKENZIE,6092,QC,281,1938-01-01|1951-12-01,1938-09-01|1951-09-30
7090,FORT RUPERT,6037,QC,282,1964-01-01|1974-12-01,1964-08-01|1974-08-31
7091,FORTIERVILLE,5362,QC,283,1973-01-01|2018-02-01,1973-01-01|2020-12-31
7092,FRAMPTON,5363,QC,284,1965-01-01|1985-12-01,1965-10-01|1985-01-31
7093,FRANKLIN CENTRE,5364,QC,285,1955-01-01|1985-12-01,1954-07-01|1985-07-31
7094,FRELIGHSBURG,10815,QC,286,|,1993-08-31|2021-02-25
7095,FRELIGHSBURG,5365,QC,287,1960-01-01|1965-12-01,1960-04-01|1965-06-30
7096,GAGNON A,5683,QC,288,1965-01-01|1985-12-01,1965-09-01|1985-05-31
7097,GAGNONVILLE,5684,QC,289,1965-01-01|1966-12-01,1965-07-01|1966-05-31
7098,GARTHBY,5366,QC,290,1963-01-01|1994-12-01,1963-01-01|1994-05-31
7099,GASPE,5793,QC,291,1895-01-01|1984-12-01,1895-08-01|1985-01-31
7100,GASPE 2,5795,QC,292,1947-01-01|1949-12-01,1947-10-01|1949-05-31
7101,GASPE A,54299,QC,293,|,2018-10-29|2021-02-25
7102,GASPE A,5794,QC,294,1968-01-01|2013-03-01,1968-05-01|2013-03-13
7103,GASPE A,51297,QC,295,|,2013-03-14|2021-02-25
7104,GASPE AIRPORT,54918,QC,296,|,2019-06-12|2021-02-25
7105,GATINEAU,5590,QC,297,1953-01-01|1973-12-01,1953-11-01|1973-08-31
7106,GATINEAU A,8375,QC,298,|,|
7107,GENTILLY,5367,QC,299,1974-01-01|1975-12-01,1973-12-01|1975-07-31
7108,GEORGEVILLE,5368,QC,300,1951-01-01|2018-02-01,1951-09-01|2020-12-31
7109,GETHSEMANIE,5685,QC,301,1965-01-01|1988-12-01,1965-11-01|1989-09-30
7110,GODBOUT,5686,QC,302,1971-01-01|2015-11-01,1971-01-01|2015-11-30
7111,GRANBY,42013,QC,303,|,2018-05-14|2021-02-25
7112,GRANBY,5369,QC,304,1948-01-01|2018-02-01,1948-06-01|2020-12-31
7113,GRAND FONDS,5688,QC,305,1968-01-01|1991-11-01,1968-10-01|1991-05-31
7114,GRAND LAC VICTORIA,5981,QC,306,1927-01-01|1984-12-01,1927-09-01|1984-05-31
7115,GRANDE ANSE,5954,QC,307,1982-01-01|2015-03-01,1982-07-01|2015-03-31
7116,GRANDE RIVIERE,5796,QC,308,1963-01-01|1997-05-01,1963-01-01|1997-05-31
7117,GRANDE VALLEE,5797,QC,309,1963-01-01|2004-04-01,1963-01-01|2004-04-30
7118,GRANDES BERGERONNES,5687,QC,310,1951-01-01|2015-11-01,1951-08-01|2015-11-30
7119,GRANDES-BERGERONNES,54698,QC,311,|,2018-03-06|2021-02-25
7120,GRINDSTONE ISLAND,5798,QC,312,1871-01-01|1983-12-01,1871-08-01|1983-02-28
7121,HAM NORD,5370,QC,313,1965-01-01|1982-12-01,1965-05-01|1982-03-31
7122,HARRINGTON,43192,QC,314,|,|
7123,HARRINGTON FOREST FARM,5591,QC,315,1963-01-01|1991-11-01,1963-01-01|1991-11-30
7124,HARRINGTON HARBOUR,5690,QC,316,1911-01-01|1978-12-01,1911-08-01|1978-10-31
7125,HATLEY,5371,QC,317,1965-01-01|1985-12-01,1965-05-01|1985-01-31
7126,HAUTERIVE,5646,QC,318,1963-01-01|1965-12-01,1963-11-01|1965-08-31
7127,HAVRE AUX MAISONS,5800,QC,319,1963-01-01|1977-12-01,1963-01-01|1977-09-30
7128,HAVRE ST PIERRE,5691,QC,320,1964-01-01|1984-12-01,1964-05-01|1985-01-31
7129,HAVRE ST PIERRE A,5692,QC,321,1967-01-01|1978-12-01,1967-06-01|1978-08-31
7130,HAVRE ST. PIERRE,48970,QC,322,|,2010-11-18|2021-02-25
7131,HAVRE-AUBERT,5799,QC,323,1978-01-01|1985-12-01,1978-06-01|1985-01-31
7132,HAVRE-SAINT-PIERRE A,30130,QC,324,|,2008-07-03|2010-11-18
7133,HAVRE-SAINT-PIERRE A,5693,QC,325,1984-01-01|1994-12-01,1983-12-01|2008-07-24
7134,HEATH POINT,8675,QC,326,|,1992-12-20|2021-02-25
7135,HEBERTVILLE,5908,QC,327,1951-01-01|1958-12-01,1951-08-01|1958-04-30
7136,HELENE,6041,QC,328,1975-01-01|1979-12-01,1975-06-01|1979-05-31
7137,HEMMINGFORD,5372,QC,329,1963-01-01|1965-12-01,1963-01-01|1965-09-30
7138,HEMMINGFORD FOUR WINDS,5373,QC,330,1960-01-01|2018-02-01,1960-07-01|2020-12-31
7139,HEMON,5909,QC,331,1963-01-01|2004-04-01,1963-11-01|2004-04-30
7140,HEROUXVILLE,5225,QC,332,1966-01-01|2018-02-01,1966-11-01|2020-12-31
7141,HERVEY JONCTION,5226,QC,333,1926-01-01|1978-12-01,1926-08-01|1978-09-30
7142,HIGH FALLS,27717,QC,334,|,1999-01-12|2021-02-25
7143,HIGH FALLS,5592,QC,335,1933-01-01|1972-12-01,1933-11-01|1972-05-31
7144,HONFLEUR,5801,QC,336,1957-01-01|2005-10-01,1957-08-01|2005-10-31
7145,HOPES ADVANCE BAY,6093,QC,337,1959-01-01|1959-12-01,1959-02-01|1959-08-31
7146,HOWICK,42008,QC,338,|,|
7147,HUBERDEAU,5593,QC,339,1913-01-01|1980-12-01,1913-10-01|1980-02-29
7148,HUDSON HEIGHTS,5227,QC,340,1952-01-01|1955-12-01,1952-09-01|1955-11-30
7149,HUNTINGDON,5374,QC,341,1870-01-01|2008-09-01,1870-01-01|2008-09-30
7150,HUNTINGDON TEAFIELD,5375,QC,342,1960-01-01|1960-12-01,1960-05-01|1960-08-31
7151,IBERVILLE,5376,QC,343,1963-01-01|2016-09-01,1963-01-01|2016-10-31
7152,ILE AUX COUDRES,5645,QC,344,1969-01-01|2004-04-01,1968-10-01|2004-04-30
7153,ILE AUX GRUES,10247,QC,345,|,2018-05-14|2021-02-25
7154,ILE AUX PERROQUETS,10937,QC,346,|,1994-07-14|2021-02-25
7155,ILE BICQUETTE,10938,QC,347,|,1994-07-14|2021-02-25
7156,ILE BOUCHARD,5228,QC,348,|,1974-10-01|1975-06-30
7157,ILE CHARRON,10790,QC,349,|,|
7158,ILE D'ORLEANS,8989,QC,350,|,1992-12-05|2021-02-25
7159,ILE ROUGE,8674,QC,351,|,1993-03-22|2021-02-25
7160,ILES DE LA MADELEINE,10763,QC,352,|,1995-03-01|2021-02-25
7161,ILES DE LA MADELEINE A,51139,QC,353,|,2013-03-14|2018-10-29
7162,ILES DE LA MADELEINE A,5748,QC,354,1983-01-01|2002-11-01,1983-05-01|2013-03-13
7163,ILES DE LA MADELEINE A,53002,QC,355,|,2018-10-29|2021-02-25
7164,INDIAN HOUSE LAKE,6094,QC,356,1944-01-01|1964-12-01,1944-09-01|1964-12-31
7165,INUKJUAK,48268,QC,357,|,|
7166,INUKJUAK,30166,QC,358,|,2008-07-03|2021-02-25
7167,INUKJUAK A,10204,QC,359,|,1994-03-01|2008-07-24
7168,INUKJUAK A,48974,QC,360,|,2011-01-13|2021-02-25
7169,INUKJUAK UA,6082,QC,361,1922-01-01|1994-12-01,1921-11-01|1996-08-13
7170,INVERNESS,5377,QC,362,1965-01-01|1982-12-01,1965-05-01|1982-03-31
7171,ISLAND BROOK,5378,QC,363,1965-01-01|1981-12-01,1965-06-01|1981-12-31
7172,ISLAND BROOK NORTH,5379,QC,364,1973-01-01|1974-12-01,1973-01-01|1974-09-30
7173,ISLE MALIGNE,5910,QC,365,1924-01-01|1991-11-01,1924-10-01|1991-01-31
7174,IVUJIVIK A,8660,QC,366,|,|
7175,IVUJIVIK A,54066,QC,367,|,2018-10-29|2021-02-25
7176,IVUJIVIK A,54065,QC,368,|,|
7177,JOLIETTE,5229,QC,369,1913-01-01|1972-12-01,1913-10-01|1972-09-30
7178,JOLIETTE VILLE,5230,QC,370,1967-01-01|2011-04-01,1967-02-01|2011-04-30
7179,JONQUIERE,5911,QC,371,1963-01-01|1975-12-01,1963-01-01|2021-02-25
7180,JOUTEL,6042,QC,372,1973-01-01|1998-10-01,1973-07-01|1998-10-31
7181,KAMOURASKA,5802,QC,373,1973-01-01|1984-12-01,1973-07-01|1984-09-30
7182,KANGIQSUALUJJUAQ A,54073,QC,374,|,|
